Order_ID,Customer_ID,Age,Gender,Location,Product_Category,Brand,Price,Quantity,Discount_%,Discount_Value,Total_Amount,Payment_Method,Device_Type,Purchase_Date,Customer_Segment
5058,2058,24,Male,Delhi,Electronics,Apple,3043.84,2,20,608.77,4870.14,COD,Laptop - Windows,02-04-2025,Low
5059,2059,63,Female,Hyderabad,Electronics,Adidas,37216.73,1,40,14886.69,22330.04,COD,Tablet - iPad,30-01-2025,Medium
5060,2060,44,Male,Mumbai,Electronics,Adidas,75655.28,2,5,3782.76,143745.04,UPI,Mobile - iOS,17-03-2025,High
5061,2061,34,Male,Mumbai,Clothing,Adidas,13275.57,2,30,3982.67,18585.8,Card,Tablet - Android,31-01-2025,Low
5062,2062,24,Female,Pune,Sports,Adidas,9221.37,2,30,2766.41,12909.92,UPI,Mobile - iOS,24-12-2025,Low
5063,2063,32,Female,Delhi,Clothing,Apple,10297.89,5,20,2059.58,41191.55,COD,Tablet - Android,08-02-2025,Medium
5064,2064,57,Male,Mumbai,Beauty,Samsung,42580.27,3,0,0,127740.81,Card,Tablet - iPad,16-09-2025,High
5065,2065,29,Female,Mumbai,Beauty,Nike,29244.66,5,25,7311.16,109667.5,UPI,Laptop - Mac,26-11-2025,High
5066,2066,25,Male,Mumbai,Home,Puma,58168.68,3,0,0,174506.04,COD,Tablet - iPad,08-09-2025,High
5067,2067,19,Female,Pune,Electronics,Puma,66432.87,4,10,6643.29,239158.32,COD,Laptop - Windows,05-05-2025,High
5068,2068,61,Male,Bangalore,Electronics,Zara,5213.46,4,25,1303.36,15640.4,Card,Laptop - Windows,20-09-2025,Low
5069,2069,55,Male,Delhi,Clothing,Adidas,78000.54,4,15,11700.08,265201.84,UPI,Tablet - Android,16-02-2025,High
5070,2070,43,Female,Hyderabad,Sports,Adidas,43676.65,3,5,2183.83,124478.46,UPI,Tablet - iPad,24-02-2025,High
5071,2071,38,Female,Pune,Clothing,Adidas,56187.29,1,10,5618.73,50568.56,UPI,Tablet - Android,26-12-2025,High
5072,2072,30,Female,Pune,Home,Zara,71766.39,2,25,17941.6,107649.58,Card,Laptop - Mac,17-06-2025,High
5073,2073,36,Female,Mumbai,Electronics,Boat,22761.94,2,25,5690.48,34142.92,Card,Tablet - iPad,30-08-2025,Medium
5074,2074,35,Female,Delhi,Home,Samsung,36664.11,4,25,9166.03,109992.32,Card,Laptop - Windows,06-05-2025,High
5075,2075,19,Female,Hyderabad,Clothing,Zara,73382.44,4,25,18345.61,220147.32,Card,Mobile - iOS,03-11-2025,High
5076,2076,62,Male,Delhi,Electronics,Boat,25825.31,4,30,7747.59,72310.88,UPI,Laptop - Windows,26-03-2025,High
5077,2077,59,Female,Pune,Beauty,Adidas,76467.1,3,25,19116.78,172050.96,UPI,Laptop - Mac,08-08-2025,High
5078,2078,45,Male,Chennai,Sports,Puma,51190.2,1,40,20476.08,30714.12,COD,Tablet - Android,16-05-2025,Medium
5079,2079,40,Male,Chennai,Sports,Adidas,52042.42,2,30,15612.73,72859.38,Card,Mobile - iOS,08-02-2025,High
5080,2080,21,Male,Pune,Beauty,Apple,7375.45,3,25,1843.86,16594.77,COD,Tablet - Android,12-10-2025,Low
5081,2081,21,Female,Delhi,Clothing,Apple,30759.76,4,25,7689.94,92279.28,UPI,Laptop - Mac,08-04-2025,High
5082,2082,29,Male,Pune,Clothing,Boat,19837.79,2,40,7935.12,23805.34,COD,Laptop - Mac,22-08-2025,Medium
5083,2083,39,Female,Chennai,Beauty,Sony,38977.21,2,15,5846.58,66261.26,Card,Tablet - Android,12-02-2025,High
5084,2084,43,Female,Bangalore,Electronics,Puma,61191.83,5,30,18357.55,214171.4,UPI,Tablet - iPad,22-10-2025,High
5085,2085,57,Female,Mumbai,Sports,Nike,58457.16,5,15,8768.57,248442.95,Card,Mobile - iOS,27-03-2025,High
5086,2086,59,Female,Delhi,Home,Boat,56588.22,4,10,5658.82,203717.6,COD,Mobile - Android,23-07-2025,High
5087,2087,52,Male,Pune,Clothing,Apple,20438.07,1,25,5109.52,15328.55,UPI,Mobile - iOS,04-03-2025,Low
5088,2088,21,Female,Delhi,Sports,Adidas,56052.54,3,0,0,168157.62,Card,Tablet - Android,08-02-2025,High
5089,2089,29,Female,Pune,Beauty,Apple,38251.69,5,30,11475.51,133880.9,Card,Mobile - iOS,26-12-2025,High
5090,2090,21,Female,Hyderabad,Clothing,Apple,39170.55,5,15,5875.58,166474.85,COD,Laptop - Mac,24-04-2025,High
5091,2091,48,Male,Mumbai,Electronics,Boat,49771.8,5,15,7465.77,211530.15,UPI,Mobile - iOS,03-01-2025,High
5092,2092,24,Male,Delhi,Beauty,Boat,11282.22,1,20,2256.44,9025.78,UPI,Tablet - Android,30-10-2025,Low
5093,2093,27,Male,Delhi,Clothing,Puma,74515.69,5,5,3725.78,353949.55,COD,Tablet - iPad,15-08-2025,High
5094,2094,41,Female,Delhi,Electronics,Sony,49714.89,3,10,4971.49,134230.2,Card,Mobile - iOS,20-09-2025,High
5095,2095,32,Male,Delhi,Clothing,Nike,28693.29,2,0,0,57386.58,COD,Laptop - Windows,04-01-2025,High
5096,2096,56,Female,Hyderabad,Electronics,Adidas,46303.14,4,40,18521.26,111127.52,Card,Mobile - Android,29-11-2025,High
5097,2097,37,Female,Pune,Beauty,Boat,54176.5,4,0,0,216706,UPI,Tablet - Android,16-04-2025,High
5098,2098,24,Female,Delhi,Clothing,Apple,69034.75,4,5,3451.74,262332.04,COD,Mobile - Android,14-07-2025,High
5099,2099,30,Male,Bangalore,Home,Puma,41106.98,4,0,0,164427.92,COD,Laptop - Mac,01-07-2025,High
5100,2100,45,Female,Delhi,Sports,Adidas,55004.68,4,40,22001.87,132011.24,UPI,Mobile - Android,12-03-2025,High
5101,2101,56,Female,Bangalore,Beauty,Puma,24753.69,2,40,9901.48,29704.42,Card,Tablet - Android,01-02-2025,Medium
5102,2102,35,Male,Bangalore,Home,Nike,31036.28,4,0,0,124145.12,COD,Laptop - Mac,13-12-2025,High
5103,2103,64,Female,Pune,Electronics,Nike,6258.54,4,5,312.93,23782.44,Card,Mobile - Android,10-02-2025,Medium
5104,2104,28,Male,Delhi,Electronics,Boat,52257.99,1,10,5225.8,47032.19,Card,Tablet - iPad,19-03-2025,Medium
5105,2105,53,Male,Mumbai,Sports,Samsung,52568.91,1,30,15770.67,36798.24,COD,Tablet - Android,18-03-2025,Medium
5106,2106,53,Female,Pune,Electronics,Samsung,5064.46,3,0,0,15193.38,UPI,Tablet - Android,12-01-2025,Low
5107,2107,19,Male,Hyderabad,Clothing,Boat,32042.46,4,5,1602.12,121761.36,Card,Laptop - Windows,25-09-2025,High
5108,2108,63,Female,Bangalore,Clothing,Sony,7788.37,4,10,778.84,28038.12,Card,Mobile - Android,05-04-2025,Medium
5109,2109,34,Male,Delhi,Home,Apple,45154.17,5,40,18061.67,135462.5,COD,Laptop - Windows,16-12-2025,High
5110,2110,23,Female,Bangalore,Electronics,Adidas,28097.29,4,0,0,112389.16,UPI,Mobile - iOS,22-02-2025,High
5111,2111,58,Male,Mumbai,Clothing,Apple,61694.12,3,30,18508.24,129557.64,Card,Tablet - Android,19-10-2025,High
5112,2112,63,Male,Hyderabad,Clothing,Samsung,33501.81,3,40,13400.72,60303.27,COD,Tablet - iPad,30-07-2025,High
5113,2113,40,Male,Delhi,Clothing,Samsung,79541.21,1,0,0,79541.21,COD,Laptop - Mac,13-12-2025,High
5114,2114,64,Female,Delhi,Clothing,Boat,56802.34,1,20,11360.47,45441.87,Card,Tablet - iPad,01-04-2025,Medium
5115,2115,33,Male,Mumbai,Electronics,Apple,20758.4,3,30,6227.52,43592.64,Card,Tablet - Android,22-08-2025,Medium
5116,2116,58,Male,Bangalore,Clothing,Zara,9670.15,2,25,2417.54,14505.22,Card,Tablet - Android,04-06-2025,Low
5117,2117,43,Male,Chennai,Beauty,Puma,58062.84,4,15,8709.43,197413.64,Card,Mobile - iOS,24-03-2025,High
5118,2118,63,Female,Delhi,Electronics,Samsung,26370.35,3,20,5274.07,63288.84,Card,Laptop - Mac,31-01-2025,High
5119,2119,18,Male,Pune,Electronics,Zara,5965.36,3,25,1491.34,13422.06,Card,Laptop - Windows,21-12-2025,Low
5120,2120,53,Female,Bangalore,Clothing,Sony,46231.11,1,0,0,46231.11,UPI,Tablet - Android,20-10-2025,Medium
5121,2121,47,Female,Pune,Home,Adidas,8323.52,5,30,2497.06,29132.3,Card,Laptop - Windows,25-08-2025,Medium
5122,2122,19,Female,Hyderabad,Clothing,Samsung,20015.95,3,15,3002.39,51040.68,UPI,Laptop - Windows,10-07-2025,High
5123,2123,37,Female,Chennai,Clothing,Puma,37590.4,1,5,1879.52,35710.88,COD,Tablet - iPad,27-06-2025,Medium
5124,2124,22,Female,Hyderabad,Electronics,Nike,62114.07,3,40,24845.63,111805.32,UPI,Laptop - Mac,03-08-2025,High
5125,2125,48,Male,Bangalore,Home,Adidas,33617.61,4,40,13447.04,80682.28,UPI,Laptop - Windows,02-10-2025,High
5126,2126,25,Male,Bangalore,Electronics,Adidas,24209.48,5,10,2420.95,108942.65,Card,Laptop - Windows,27-10-2025,High
5127,2127,47,Female,Pune,Home,Apple,15166.02,3,15,2274.9,38673.36,COD,Mobile - iOS,28-02-2025,Medium
5128,2128,56,Female,Pune,Home,Nike,30124.98,5,15,4518.75,128031.15,UPI,Mobile - Android,21-03-2025,High
5129,2129,19,Female,Pune,Clothing,Samsung,3095.47,1,20,619.09,2476.38,Card,Tablet - iPad,07-06-2025,Low
5130,2130,30,Female,Chennai,Sports,Adidas,29546.04,4,30,8863.81,82728.92,COD,Tablet - iPad,12-03-2025,High
5131,2131,21,Male,Pune,Sports,Adidas,21568.45,1,0,0,21568.45,UPI,Tablet - Android,23-04-2025,Medium
5132,2132,62,Female,Chennai,Home,Sony,9214.02,5,10,921.4,41463.1,Card,Tablet - iPad,06-05-2025,Medium
5133,2133,25,Female,Hyderabad,Clothing,Puma,13390.22,2,20,2678.04,21424.36,COD,Mobile - iOS,16-09-2025,Medium
5134,2134,56,Male,Chennai,Home,Zara,74397.31,1,10,7439.73,66957.58,COD,Tablet - Android,19-12-2025,High
5135,2135,42,Female,Mumbai,Electronics,Adidas,29416.63,4,10,2941.66,105899.88,UPI,Tablet - iPad,30-08-2025,High
5136,2136,24,Female,Hyderabad,Sports,Zara,56149.25,4,10,5614.92,202137.32,Card,Mobile - iOS,04-12-2025,High
5137,2137,31,Female,Delhi,Sports,Puma,73290.59,4,15,10993.59,249188,UPI,Laptop - Mac,17-12-2025,High
5138,2138,46,Female,Hyderabad,Clothing,Puma,9951.05,1,25,2487.76,7463.29,UPI,Tablet - iPad,11-08-2025,Low
5139,2139,62,Male,Hyderabad,Clothing,Puma,47777.31,5,15,7166.6,203053.55,COD,Mobile - iOS,07-04-2025,High
5140,2140,38,Male,Hyderabad,Electronics,Puma,72549.55,4,15,10882.43,246668.48,Card,Tablet - iPad,06-01-2025,High
5141,2141,54,Female,Hyderabad,Electronics,Apple,75910.71,2,0,0,151821.42,Card,Mobile - Android,21-03-2025,High
5142,2142,50,Male,Bangalore,Beauty,Samsung,34320.43,2,5,1716.02,65208.82,COD,Laptop - Windows,01-09-2025,High
5143,2143,58,Female,Hyderabad,Clothing,Boat,32275.07,5,25,8068.77,121031.5,UPI,Mobile - Android,26-08-2025,High
5144,2144,42,Male,Delhi,Electronics,Adidas,77469.47,1,15,11620.42,65849.05,UPI,Mobile - Android,12-10-2025,High
5145,2145,63,Female,Bangalore,Home,Sony,58606.95,5,20,11721.39,234427.8,COD,Laptop - Mac,08-09-2025,High
5146,2146,31,Male,Bangalore,Clothing,Adidas,69371.7,3,30,20811.51,145680.57,Card,Laptop - Mac,22-09-2025,High
5147,2147,26,Female,Bangalore,Clothing,Boat,61956.28,5,40,24782.51,185868.85,COD,Mobile - Android,26-08-2025,High
5148,2148,32,Male,Delhi,Electronics,Apple,53529.87,4,10,5352.99,192707.52,UPI,Tablet - iPad,25-04-2025,High
5149,2149,24,Female,Bangalore,Electronics,Samsung,32161.55,3,20,6432.31,77187.72,Card,Tablet - iPad,04-07-2025,High
5150,2150,19,Male,Hyderabad,Beauty,Sony,32151.31,4,30,9645.39,90023.68,COD,Tablet - iPad,07-06-2025,High
5151,2151,48,Female,Mumbai,Clothing,Boat,55032.66,3,5,2751.63,156843.09,COD,Laptop - Windows,18-05-2025,High
5152,2152,24,Female,Delhi,Home,Nike,66506.26,2,15,9975.94,113060.64,Card,Mobile - iOS,04-10-2025,High
5153,2153,58,Male,Hyderabad,Clothing,Zara,5492,4,20,1098.4,17574.4,COD,Tablet - iPad,08-04-2025,Low
5154,2154,28,Female,Pune,Clothing,Apple,69790.08,4,0,0,279160.32,COD,Laptop - Mac,20-10-2025,High
5155,2155,30,Female,Bangalore,Home,Boat,42598.77,1,5,2129.94,40468.83,Card,Laptop - Mac,03-12-2025,Medium
5156,2156,30,Male,Chennai,Clothing,Samsung,43453.48,4,0,0,173813.92,COD,Tablet - iPad,01-04-2025,High
5157,2157,43,Female,Mumbai,Beauty,Apple,62411.18,3,10,6241.12,168510.18,COD,Mobile - Android,29-01-2025,High
5158,2158,60,Female,Pune,Home,Sony,66706.76,5,10,6670.68,300180.4,COD,Tablet - iPad,13-08-2025,High
5159,2159,25,Male,Chennai,Clothing,Nike,17992.32,4,40,7196.93,43181.56,COD,Mobile - Android,20-12-2025,Medium
5160,2160,31,Female,Pune,Electronics,Puma,63937.2,4,20,12787.44,204599.04,Card,Mobile - Android,01-08-2025,High
5161,2161,62,Female,Pune,Beauty,Samsung,3131.72,1,25,782.93,2348.79,COD,Laptop - Mac,23-12-2025,Low
5162,2162,19,Female,Pune,Electronics,Zara,57128.57,3,40,22851.43,102831.42,Card,Tablet - iPad,28-09-2025,High
5163,2163,59,Female,Pune,Beauty,Sony,45109.96,4,5,2255.5,171417.84,Card,Laptop - Windows,06-08-2025,High
5164,2164,32,Male,Pune,Home,Apple,57668.24,2,25,14417.06,86502.36,Card,Laptop - Windows,25-11-2025,High
5165,2165,41,Male,Pune,Home,Sony,67205.02,1,30,20161.51,47043.51,COD,Mobile - iOS,06-07-2025,Medium
5166,2166,51,Male,Bangalore,Home,Puma,77118.01,1,5,3855.9,73262.11,COD,Laptop - Windows,04-12-2025,High
5167,2167,21,Male,Mumbai,Home,Sony,37550.05,3,25,9387.51,84487.62,COD,Mobile - iOS,19-08-2025,High
5168,2168,35,Male,Chennai,Sports,Zara,41546.97,2,10,4154.7,74784.54,UPI,Laptop - Windows,15-05-2025,High
5169,2169,42,Male,Chennai,Home,Sony,27892.78,5,15,4183.92,118544.3,COD,Tablet - Android,20-09-2025,High
5170,2170,64,Female,Pune,Home,Samsung,22477.28,2,0,0,44954.56,UPI,Mobile - Android,01-09-2025,Medium
5171,2171,41,Female,Pune,Electronics,Puma,47133.76,3,10,4713.38,127261.14,COD,Tablet - Android,23-05-2025,High
5172,2172,23,Female,Bangalore,Home,Nike,29144.85,5,15,4371.73,123865.6,Card,Laptop - Windows,20-12-2025,High
5173,2173,51,Female,Bangalore,Home,Apple,33956.28,5,40,13582.51,101868.85,COD,Laptop - Mac,11-10-2025,High
5174,2174,55,Female,Bangalore,Beauty,Boat,8444.48,3,25,2111.12,19000.08,Card,Tablet - iPad,16-05-2025,Low
5175,2175,20,Male,Pune,Electronics,Adidas,8537.86,5,10,853.79,38420.35,COD,Mobile - iOS,06-05-2025,Medium
5176,2176,36,Male,Mumbai,Sports,Sony,73084.48,4,10,7308.45,263104.12,UPI,Mobile - Android,28-02-2025,High
5177,2177,64,Male,Bangalore,Sports,Nike,14465.53,5,20,2893.11,57862.1,Card,Mobile - iOS,22-10-2025,High
5178,2178,63,Female,Mumbai,Electronics,Sony,66378.24,1,40,26551.3,39826.94,UPI,Laptop - Mac,11-04-2025,Medium
5179,2179,53,Male,Bangalore,Electronics,Samsung,57220.06,4,20,11444.01,183104.2,COD,Mobile - Android,09-05-2025,High
5180,2180,36,Male,Delhi,Clothing,Adidas,35121.12,2,30,10536.34,49169.56,COD,Laptop - Windows,05-04-2025,Medium
5181,2181,45,Female,Chennai,Electronics,Nike,17007.97,1,25,4251.99,12755.98,Card,Laptop - Mac,24-11-2025,Low
5182,2182,64,Male,Mumbai,Beauty,Sony,4162.32,4,20,832.46,13319.44,Card,Laptop - Mac,03-06-2025,Low
5183,2183,27,Male,Pune,Sports,Puma,69738.86,5,0,0,348694.3,UPI,Mobile - Android,17-01-2025,High
5184,2184,35,Female,Bangalore,Beauty,Sony,53959.22,1,40,21583.69,32375.53,Card,Tablet - iPad,02-09-2025,Medium
5185,2185,21,Male,Delhi,Home,Samsung,14800.45,1,25,3700.11,11100.34,COD,Mobile - iOS,14-05-2025,Low
5186,2186,29,Female,Bangalore,Electronics,Zara,5337.42,5,5,266.87,25352.75,Card,Tablet - Android,17-09-2025,Medium
5187,2187,44,Male,Hyderabad,Electronics,Samsung,73590.47,1,15,11038.57,62551.9,Card,Tablet - iPad,23-02-2025,High
5188,2188,46,Male,Chennai,Clothing,Adidas,22497.99,2,20,4499.6,35996.78,UPI,Mobile - iOS,15-04-2025,Medium
5189,2189,29,Male,Delhi,Electronics,Samsung,20992.55,2,0,0,41985.1,UPI,Laptop - Mac,04-03-2025,Medium
5190,2190,28,Female,Chennai,Beauty,Nike,49785.87,5,0,0,248929.35,Card,Mobile - iOS,23-04-2025,High
5191,2191,21,Male,Chennai,Home,Samsung,41792.99,1,0,0,41792.99,Card,Laptop - Windows,07-03-2025,Medium
5192,2192,63,Female,Delhi,Beauty,Puma,20759.65,3,5,1037.98,59165.01,UPI,Tablet - iPad,13-06-2025,High
5193,2193,41,Male,Chennai,Beauty,Boat,16853.02,3,10,1685.3,45503.16,Card,Laptop - Mac,27-05-2025,Medium
5194,2194,43,Female,Delhi,Clothing,Samsung,71927.92,3,15,10789.19,183416.19,UPI,Tablet - Android,03-01-2025,High
5195,2195,45,Female,Hyderabad,Clothing,Zara,23659.81,5,25,5914.95,88724.3,COD,Tablet - Android,22-03-2025,High
5196,2196,64,Female,Delhi,Beauty,Apple,5777.85,3,20,1155.57,13866.84,COD,Mobile - Android,24-02-2025,Low
5197,2197,21,Female,Bangalore,Clothing,Zara,50009.48,5,15,7501.42,212540.3,COD,Mobile - iOS,04-01-2025,High
5198,2198,53,Female,Hyderabad,Home,Sony,68964.08,4,5,3448.2,262063.52,UPI,Tablet - iPad,26-03-2025,High
5199,2199,32,Female,Chennai,Home,Adidas,3590.57,3,10,359.06,9694.53,Card,Tablet - iPad,28-02-2025,Low
5200,2200,39,Male,Bangalore,Sports,Adidas,13001.29,4,0,0,52005.16,COD,Tablet - Android,25-06-2025,High
5201,2201,41,Male,Hyderabad,Beauty,Puma,17644.11,5,25,4411.03,66165.4,Card,Mobile - Android,30-08-2025,High
5202,2202,41,Male,Delhi,Clothing,Nike,55522,5,10,5552.2,249849,Card,Laptop - Mac,19-05-2025,High
5203,2203,54,Male,Hyderabad,Sports,Boat,23011.82,3,30,6903.55,48324.81,Card,Mobile - iOS,23-10-2025,Medium
5204,2204,22,Female,Pune,Home,Sony,69377.38,5,30,20813.21,242820.85,COD,Tablet - iPad,19-12-2025,High
5205,2205,23,Male,Delhi,Sports,Zara,18951.02,4,20,3790.2,60643.28,UPI,Tablet - iPad,24-04-2025,High
5206,2206,27,Female,Delhi,Sports,Adidas,46190.15,1,40,18476.06,27714.09,Card,Tablet - iPad,09-01-2025,Medium
5207,2207,20,Male,Bangalore,Clothing,Adidas,4390.89,1,20,878.18,3512.71,UPI,Laptop - Mac,10-09-2025,Low
5208,2208,55,Female,Pune,Clothing,Puma,62676.36,3,5,3133.82,178627.62,UPI,Mobile - iOS,31-10-2025,High
5209,2209,51,Male,Chennai,Home,Sony,79281.96,1,25,19820.49,59461.47,COD,Tablet - Android,06-05-2025,High
5210,2210,23,Male,Mumbai,Electronics,Zara,54098.43,5,0,0,270492.15,Card,Tablet - iPad,17-02-2025,High
5211,2211,27,Female,Delhi,Sports,Puma,50198.61,2,5,2509.93,95377.36,Card,Mobile - iOS,06-11-2025,High
5212,2212,33,Male,Delhi,Home,Nike,22433.67,5,10,2243.37,100951.5,Card,Tablet - Android,09-02-2025,High
